Municipios,Distritos,Secciones,Índice de Gini y Distribución de la renta P80/P20,Periodo,Total
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Índice de Gini,2022,34.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Índice de Gini,2021,33.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Índice de Gini,2020,35.7
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Índice de Gini,2019,35.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Índice de Gini,2018,36.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Índice de Gini,2017,34.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Índice de Gini,2016,35.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Índice de Gini,2015,34.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Distribución de la renta P80/P20,2023,2.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Distribución de la renta P80/P20,2022,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Distribución de la renta P80/P20,2021,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Distribución de la renta P80/P20,2020,3.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Distribución de la renta P80/P20,2019,3.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Distribución de la renta P80/P20,2018,3.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Distribución de la renta P80/P20,2017,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Distribución de la renta P80/P20,2016,3.4
08019 Barcelona,0801902 Barcelona distrito 02,0801902103 Barcelona sección 02103,Distribución de la renta P80/P20,2015,3.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Índice de Gini,2023,35.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Índice de Gini,2022,37.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Índice de Gini,2021,34.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Índice de Gini,2020,34.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Índice de Gini,2019,33.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Índice de Gini,2018,35
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Índice de Gini,2017,33.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Índice de Gini,2016,35.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Índice de Gini,2015,35.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Distribución de la renta P80/P20,2023,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Distribución de la renta P80/P20,2022,3.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Distribución de la renta P80/P20,2021,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Distribución de la renta P80/P20,2020,2.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Distribución de la renta P80/P20,2019,2.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Distribución de la renta P80/P20,2018,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Distribución de la renta P80/P20,2017,2.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Distribución de la renta P80/P20,2016,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902104 Barcelona sección 02104,Distribución de la renta P80/P20,2015,3.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Índice de Gini,2023,35.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Índice de Gini,2022,34.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Índice de Gini,2021,35.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Índice de Gini,2020,36.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Índice de Gini,2019,36
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Índice de Gini,2018,37.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Índice de Gini,2017,37.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Índice de Gini,2016,37.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Índice de Gini,2015,37.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Distribución de la renta P80/P20,2023,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Distribución de la renta P80/P20,2022,3.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Distribución de la renta P80/P20,2021,3.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Distribución de la renta P80/P20,2020,3.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Distribución de la renta P80/P20,2019,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Distribución de la renta P80/P20,2018,3.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Distribución de la renta P80/P20,2017,3.4
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Distribución de la renta P80/P20,2016,3.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902105 Barcelona sección 02105,Distribución de la renta P80/P20,2015,3.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Índice de Gini,2023,37.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Índice de Gini,2022,38.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Índice de Gini,2021,38.4
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Índice de Gini,2020,37
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Índice de Gini,2019,37.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Índice de Gini,2018,37.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Índice de Gini,2017,39
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Índice de Gini,2016,39.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Índice de Gini,2015,40.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Distribución de la renta P80/P20,2023,3.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Distribución de la renta P80/P20,2022,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Distribución de la renta P80/P20,2021,3.4
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Distribución de la renta P80/P20,2020,3.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Distribución de la renta P80/P20,2019,3.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Distribución de la renta P80/P20,2018,3.4
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Distribución de la renta P80/P20,2017,3.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Distribución de la renta P80/P20,2016,3.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902106 Barcelona sección 02106,Distribución de la renta P80/P20,2015,3.7
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Índice de Gini,2023,33
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Índice de Gini,2022,35.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Índice de Gini,2021,33.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Índice de Gini,2020,32.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Índice de Gini,2019,34.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Índice de Gini,2018,34.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Índice de Gini,2017,33.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Índice de Gini,2016,33.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Índice de Gini,2015,32.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Distribución de la renta P80/P20,2023,2.7
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Distribución de la renta P80/P20,2022,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Distribución de la renta P80/P20,2021,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Distribución de la renta P80/P20,2020,2.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Distribución de la renta P80/P20,2019,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Distribución de la renta P80/P20,2018,2.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Distribución de la renta P80/P20,2017,2.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Distribución de la renta P80/P20,2016,2.7
08019 Barcelona,0801902 Barcelona distrito 02,0801902107 Barcelona sección 02107,Distribución de la renta P80/P20,2015,2.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Índice de Gini,2023,36.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Índice de Gini,2022,35.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Índice de Gini,2021,36.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Índice de Gini,2020,36.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Índice de Gini,2019,37.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Índice de Gini,2018,36.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Índice de Gini,2017,35.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Índice de Gini,2016,35.4
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Índice de Gini,2015,36.4
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Distribución de la renta P80/P20,2023,3.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Distribución de la renta P80/P20,2022,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Distribución de la renta P80/P20,2021,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Distribución de la renta P80/P20,2020,3.4
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Distribución de la renta P80/P20,2019,3.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Distribución de la renta P80/P20,2018,3.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Distribución de la renta P80/P20,2017,3.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Distribución de la renta P80/P20,2016,3.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902108 Barcelona sección 02108,Distribución de la renta P80/P20,2015,3.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Índice de Gini,2023,37
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Índice de Gini,2022,36.4
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Índice de Gini,2021,37.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Índice de Gini,2020,35.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Índice de Gini,2019,36.4
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Índice de Gini,2018,36.7
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Índice de Gini,2017,35.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Índice de Gini,2016,36.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Índice de Gini,2015,36.7
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Distribución de la renta P80/P20,2023,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Distribución de la renta P80/P20,2022,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Distribución de la renta P80/P20,2021,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Distribución de la renta P80/P20,2020,2.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Distribución de la renta P80/P20,2019,2.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Distribución de la renta P80/P20,2018,3.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Distribución de la renta P80/P20,2017,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Distribución de la renta P80/P20,2016,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902109 Barcelona sección 02109,Distribución de la renta P80/P20,2015,3.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Índice de Gini,2023,35
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Índice de Gini,2022,34.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Índice de Gini,2021,35
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Índice de Gini,2020,36.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Índice de Gini,2019,36
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Índice de Gini,2018,36.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Índice de Gini,2017,35.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Índice de Gini,2016,38.8
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Índice de Gini,2015,37.2
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Distribución de la renta P80/P20,2023,3.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Distribución de la renta P80/P20,2022,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Distribución de la renta P80/P20,2021,3
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Distribución de la renta P80/P20,2020,3.5
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Distribución de la renta P80/P20,2019,3.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Distribución de la renta P80/P20,2018,3.6
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Distribución de la renta P80/P20,2017,3.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Distribución de la renta P80/P20,2016,4
08019 Barcelona,0801902 Barcelona distrito 02,0801902110 Barcelona sección 02110,Distribución de la renta P80/P20,2015,3.9
08019 Barcelona,0801902 Barcelona distrito 02,0801902111 Barcelona sección 02111,Índice de Gini,2023,35.1
08019 Barcelona,0801902 Barcelona distrito 02,0801902111 Barcelona sección 02111,Índice de Gini,2022,35.3
08019 Barcelona,0801902 Barcelona distrito 02,0801902111 Barcelona sección 02111,Índice de Gini,2021,35.2
